Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI,RELIANCE.NS,TCS.NS,^NSEI
Date,,,,,,,,,,,,,,,
2015-08-21,196.7381591796875,1143.811279296875,8299.9501953125,197.5940651508793,1166.7845276221512,8322.2001953125,194.3654656895752,1134.8143976171632,8225.0498046875,197.18236299519964,1159.133943407432,8305.400390625,20050521,3536080,201300.0
2015-08-24,179.7501220703125,1102.138671875,7809.0,190.68183120316894,1130.497313520448,8060.0498046875,177.24742209558053,1098.056997567301,7769.39990234375,190.68183120316894,1127.9328583669044,8055.9501953125,35635706,4692344,312400.0
2015-08-25,183.78045654296875,1097.2235107421875,7880.7001953125,186.48901500939655,1120.6669476291402,7925.39990234375,178.3742024257681,1083.6960509968287,7667.25,182.1986656886669,1106.092251841846,7895.39990234375,49504268,3925800,299100.0
2015-08-26,184.9180450439453,1101.3270263671875,7791.85009765625,189.5550784137296,1127.9332580122277,7930.0498046875,182.01447682067646,1073.630880026127,7777.10009765625,183.70460642336403,1093.3344925096799,7865.25,18955515,3216158,216600.0
2015-08-27,188.330810546875,1100.4293212890625,7948.9501953125,190.95268333538763,1117.6325457513728,7963.60009765625,185.70893775836237,1088.0986254944273,7862.2998046875,187.8216034298859,1117.6325457513728,7921.60009765625,26997546,5264798,305000.0
2015-08-28,189.03506469726562,1098.8050537109375,8001.9501953125,191.33190670939808,1115.1106739927686,8091.7998046875,187.66995147632863,1093.184559763335,7961.64990234375,189.59844131277868,1115.1106739927686,8053.7001953125,10770215,2744152,195600.0
2015-08-31,185.4597625732422,1095.8988037109375,7971.2998046875,189.13255133754114,1106.9900538441448,8043.60009765625,185.00472487707225,1081.7942972333867,7947.9501953125,189.13255133754114,1106.9900538441448,8009.25,20708942,3692044,198200.0
2015-09-01,181.9820098876953,1084.5081787109375,7785.85009765625,185.0264192093235,1116.0510019251417,7929.10009765625,180.9527615964536,1081.3453920307431,7746.5,185.0264192093235,1092.458032423154,7907.9501953125,21645696,2987602,184900.0
2015-09-02,184.0838165283203,1107.75927734375,7717.0,185.719776786823,1120.0045102005947,7862.5498046875,182.5778629081036,1089.0387319608596,7699.25,184.1813215070348,1094.0393991461904,7856.64990234375,19652369,3765950,215300.0
2015-09-03,185.0155792236328,1113.65771484375,7823.0,186.5106991151108,1117.6753205282566,7845.60009765625,182.96791659665965,1101.1132101380197,7754.0498046875,185.05891477430148,1109.5973264900144,7774.4501953125,11659978,2265074,155800.0
2015-09-04,181.1260986328125,1088.803466796875,7655.0498046875,184.11633842893372,1117.632194378916,7804.89990234375,178.785906564053,1085.2559498242692,7626.85009765625,184.11633842893372,1116.136262287282,7803.39990234375,16199949,2426396,193600.0
2015-09-07,180.5410614013672,1085.5126953125,7558.7998046875,182.88125356306017,1094.1463417114617,7705.0498046875,179.34930477646557,1082.499439084327,7545.89990234375,181.63531303296287,1091.1758681495471,7685.85009765625,10234633,1759184,141400.0
2015-09-08,183.8779754638672,1085.747802734375,7688.25,184.82055260877092,1095.9201643544238,7720.89990234375,178.78590367545448,1078.5673060409306,7539.5,181.14776348148376,1087.7566054583588,7587.7001953125,12900468,1787746,172200.0
2015-09-09,189.39254760742188,1089.7867431640625,7818.60009765625,190.40012788751395,1100.1514175524255,7846.0498046875,184.28964289398348,1087.3291399585744,7764.5498046875,186.56483117054623,1095.4285244357645,7805.85009765625,17340694,2045076,208400.0
2015-09-10,187.86495971679688,1087.92724609375,7788.10009765625,188.62336076513685,1102.0745311845683,7819.85009765625,185.37309328784568,1080.062959202406,7678.5,186.56486429745576,1086.474096672939,7729.0498046875,11074406,2665818,160300.0
2015-09-11,186.5540313720703,1090.7486572265625,7789.2998046875,189.83678606408114,1097.7581288018337,7864.85009765625,185.52478313292207,1085.8762323935064,7759.89990234375,188.94837836211948,1088.3979058101258,7833.7998046875,10634833,1592672,136400.0
2015-09-14,187.18240356445312,1090.5989990234375,7872.25,187.58327184894227,1096.3049554430067,7879.9501953125,184.59303224251795,1086.9019499772187,7761.85009765625,186.72736584482607,1096.3049554430067,7811.10009765625,7964072,1589318,122800.0
2015-09-15,187.86495971679688,1084.4443359375,7829.10009765625,188.51502189093662,1093.697706307105,7880.0,185.39476106268572,1083.9100742684009,7799.75,186.7815420458562,1090.5989886263296,7867.35009765625,11509788,1379900,136500.0
2015-09-16,189.06756591796875,1090.0433349609375,7899.14990234375,190.10764804640357,1096.3048393803929,7913.89990234375,187.47494106283227,1086.0684076561627,7853.2998046875,188.97006093051598,1092.0307464393388,7886.85009765625,13424811,1756816,140000.0
2015-09-18,194.018798828125,1090.427734375,7981.89990234375,194.90719207485822,1105.2802042503674,8055.0,190.064314142537,1085.19197161318,7955.85009765625,190.34599521984015,1096.30461094439,7967.4501953125,34261453,2455294,241800.0
2015-09-21,190.2701416015625,1090.3426513671875,7977.10009765625,192.45864456364038,1092.9284988236845,7987.89990234375,189.8259377842606,1082.7133526732557,7908.35009765625,190.68184375890095,1089.8938506767233,7911.5,12732187,1108840,121800.0
2015-09-22,183.7262725830078,1079.977783203125,7812.0,191.74357955227944,1099.4675836473791,8021.60009765625,182.98955387993223,1064.2491009223102,7787.75,190.68182980888008,1093.0992271521318,8014.7998046875,15745524,2081246,168400.0
2015-09-23,184.2571563720703,1082.4776611328125,7845.9501953125,185.65477110929467,1093.205671735462,7882.89990234375,182.01448403225382,1073.9081917939156,7723.25,182.66453167989417,1083.1829487863804,7737.35009765625,15221260,1228352,146700.0
2015-09-24,181.44027709960938,1102.8870849609375,7868.5,183.7479528023893,1106.9902566087992,7894.5,180.87690053215917,1081.3029120038932,7804.10009765625,183.7479528023893,1083.6964461898108,7838.39990234375,29076982,2354254,202500.0
2015-09-28,180.76853942871094,1108.5716552734375,7795.7001953125,182.2094896773973,1119.3851331374524,7893.9501953125,179.56594913935103,1102.5024631264064,7787.9501953125,181.9711441825383,1108.699898953246,7892.7998046875,11624639,2366812,136300.0
2015-09-29,182.17701721191406,1106.241943359375,7843.2998046875,184.23551376433852,1125.7959156992538,7926.5498046875,179.00260128034913,1098.3776552394588,7691.2001953125,179.84767346283888,1104.1476798643412,7725.7001953125,15853471,3325952,240700.0
2015-09-30,186.8465576171875,1106.156494140625,7948.89990234375,187.388266488164,1129.9417763857284,7957.7001953125,181.68948222254548,1098.8477544655693,7874.5,184.39804104189815,1129.9417763857284,7924.25,17292020,3368336,210700.0
2015-10-01,187.3665771484375,1130.32666015625,7950.89990234375,189.37090407971954,1132.6132372693646,8008.25,186.0448140197395,1107.9303505516814,7930.64990234375,189.37090407971954,1110.836754619202,7992.0498046875,8663393,2834408,156900.0
2015-10-05,192.41534423828125,1158.984375,8119.2998046875,192.84871424825621,1183.9237491444521,8128.89990234375,186.74906137163552,1133.7886178868994,8005.10009765625,186.95491972022083,1133.7886178868994,8005.10009765625,16015412,4807306,183100.0
2015-10-06,194.59298706054688,1154.0050048828125,8152.89990234375,195.12386195608983,1165.117645670573,8180.9501953125,191.9277642320159,1147.1664567057292,8096.5,194.0729460513524,1164.6902364095051,8180.4501953125,12330294,3979590,178500.0
2015-10-07,198.0057373046875,1134.3226318359375,8177.39990234375,198.92664652328102,1161.2708029167536,8188.89990234375,193.06535521760517,1131.330767419148,8132.89990234375,193.867077228364,1151.418999931878,8146.2001953125,11515191,2065530,193900.0
2015-10-08,192.65367126464844,1125.7108154296875,8129.35009765625,198.24411595357785,1144.7519236626588,8196.75,192.03612525357676,1119.8125452758122,8105.85009765625,198.24411595357785,1141.1830136971064,8196.75,10753149,2357550,171700.0
2015-10-09,192.27447509765625,1123.9371337890625,8189.7001953125,196.1964579170952,1132.8914445704581,8232.2001953125,191.0068813865872,1114.683761632807,8139.64990234375,193.726259352649,1132.8486618894767,8186.35009765625,9327873,2249724,199700.0
2015-10-12,193.22789001464844,1108.101318359375,8143.60009765625,195.3622236602024,1137.058296485973,8244.5,192.41531954217825,1105.7077847012372,8128.2001953125,192.41531954217825,1134.7716151456455,8231.5,6212395,2455912,199100.0
2015-10-13,193.6287384033203,1110.644287109375,8131.7001953125,194.21378271899326,1116.392920443445,8150.25,191.31021444842793,1097.4159921720275,8088.60009765625,191.7760860166331,1112.4607763558852,8121.9501953125,6162561,6179712,145900.0
2015-10-14,195.6547393798828,1061.556640625,8107.89990234375,196.09894319037795,1089.0390842244378,8139.2998046875,193.70458195408665,1059.9752468118547,8096.35009765625,194.10545021862794,1089.0390842244378,8102.39990234375,8002587,8337128,138900.0
2015-10-15,195.8172607421875,1054.7392578125,8179.5,197.39905166844528,1070.0191396752482,8190.5498046875,195.0372063985044,1053.5638822845963,8129.7998046875,196.68400064803,1064.2491143564482,8134.35009765625,9048478,3215710,167200.0
2015-10-16,198.2224578857422,1056.5557861328125,8238.150390625,198.2224578857422,1065.1039721047607,8246.400390625,195.81726257991463,1055.7009675356176,8147.64990234375,195.99060477692237,1060.3596871511402,8193.650390625,15246935,2333828,156400.0
2015-10-19,208.77496337890625,1063.7147216796875,8275.0498046875,209.20831886207756,1066.3646380373846,8283.0498046875,203.89956954854145,1049.6529997450332,8239.2001953125,203.89956954854145,1064.2489832174472,8262.5498046875,33505855,3130642,124500.0
2015-10-20,207.301513671875,1079.9566650390625,8261.650390625,209.46834896995227,1081.3457455422295,8294.0498046875,206.4997770900626,1066.6429044171377,8229.2001953125,209.0999823406491,1066.9206787785731,8280.2998046875,18091895,2695084,155100.0
2015-10-21,206.93316650390625,1081.3455810546875,8251.7001953125,211.2235019547477,1086.4744929015872,8294.400390625,206.4997965106401,1078.0331588202314,8217.150390625,207.04150538610523,1083.4826276575623,8258.349609375,14404450,1929688,144800.0
2015-10-23,207.07395935058594,1086.7640380859375,8295.4501953125,210.84426729836926,1091.4115742569932,8328.099609375,203.93204570374445,1082.544946982449,8280.75,208.8724422386834,1091.4115742569932,8308.25,12153422,2335398,152000.0
2015-10-26,204.30044555664062,1086.5072021484375,8260.5498046875,208.66661793036457,1091.8400208802768,8336.2998046875,203.96458058001983,1077.319318611607,8252.0498046875,208.42827240561186,1091.8400208802768,8333.650390625,10938775,1414630,133900.0
2015-10-27,203.5853729248047,1084.1724853515625,8232.900390625,205.4705271397162,1090.0834995225416,8241.9501953125,203.1195013146315,1079.5678258091282,8217.0498046875,203.4228646181636,1083.722706992823,8230.349609375,11601798,1530420,156700.0
2015-10-28,203.02198791503906,1083.31591796875,8171.2001953125,204.7446337519029,1085.2220121336838,8209.099609375,201.49436650252918,1075.1560111494373,8131.7998046875,203.01115402837874,1075.1560111494373,8188.89990234375,11958727,1255342,188900.0
2015-10-29,203.8995819091797,1068.8592529296875,8111.75,204.76632185700262,1086.0142021925055,8179.60009765625,202.58863809970921,1066.5890279074586,8098.0,202.8161642066358,1085.2218352021591,8175.4501953125,13280382,3130316,217500.0
2015-10-30,205.3513641357422,1068.79541015625,8065.7998046875,207.1281650994893,1075.9486770332994,8146.10009765625,203.7045698234833,1064.4263570905034,8044.39990234375,204.13792532844397,1070.8514658858185,8123.5498046875,13366359,1516696,199500.0
2015-11-02,207.9732208251953,1078.2828369140625,8050.7998046875,208.34158743976616,1080.6172713719966,8060.7001953125,204.80963910221067,1065.51827102373,7995.60009765625,205.63302896102584,1070.8510885295468,8054.5498046875,7222044,1319294,136100.0
2015-11-03,209.5767059326172,1089.462646484375,8060.7001953125,210.28093759040976,1091.3259695282823,8100.35009765625,208.28744431547034,1078.7755717020138,8031.75,208.72081430538807,1082.8448065367047,8086.35009765625,11373522,1364906,132500.0
2015-11-04,206.13140869140625,1085.3289794921875,8040.2001953125,211.26683028976163,1091.068699302661,8116.10009765625,205.0263232774512,1079.4178607681595,8027.2998046875,209.75004270123327,1090.126371291653,8104.89990234375,10033187,991434,122100.0
2015-11-05,202.94615173339844,1063.4193115234375,7955.4501953125,206.066397894139,1085.8215366075872,8031.2001953125,202.16609742544742,1062.2842512302666,7944.10009765625,205.6330279610692,1084.0439656785916,8030.35009765625,10767454,1596098,132100.0
2015-11-06,206.36978149414062,1073.31396484375,7954.2998046875,206.87898868432345,1078.6682198813821,8002.64990234375,203.2278672507946,1063.7619529415554,7926.14990234375,203.56371777200965,1067.4242843023546,7956.5498046875,8367190,908024,219500.0
2015-11-09,208.2874298095703,1058.5792236328125,7915.2001953125,209.0999858276653,1072.029072068579,7937.75,200.0967650530466,1057.4012873834113,7771.7001953125,202.27444873910952,1068.7094335475394,7788.25,17031699,2021556,211800.0
2015-11-10,199.945068359375,1052.9249267578125,7783.35009765625,207.9082061294623,1060.999185237802,7885.10009765625,198.5474536494006,1049.4339942804258,7772.85009765625,207.366497356246,1059.2643856791367,7877.60009765625,11486238,1361920,165200.0
2015-11-13,202.17694091796875,1026.9033203125,7762.25,203.36869744218205,1044.3154217959382,7775.10009765625,198.1574530399701,1022.2558893231155,7730.89990234375,198.27662579949765,1044.3154217959382,7762.4501953125,13682323,2743232,160900.0
2015-11-16,202.44778442382812,1017.137451171875,7806.60009765625,204.1162464203342,1023.733853418164,7838.85009765625,200.37845414262804,1009.1702755871106,7714.14990234375,200.64931578292465,1023.733853418164,7732.9501953125,15346549,2043528,149500.0
2015-11-17,201.0285186767578,1023.9691162109375,7837.5498046875,203.4445480099674,1027.3529633824485,7860.4501953125,200.6926681505844,1017.3084023876157,7793.0,203.26037191496908,1019.6642744773555,7848.75,8588142,1985028,145000.0
2015-11-18,197.61575317382812,1007.220947265625,7731.7998046875,201.79774954988338,1023.2622732889959,7843.39990234375,197.1715493127983,1004.8865131522596,7725.0498046875,200.99601292959164,1023.2622732889959,7823.14990234375,11249222,1520352,143600.0
2015-11-19,202.54525756835938,1011.9757690429688,7842.75,203.40116343837028,1020.135675675512,7854.89990234375,198.75329645155873,1007.4567563001156,7765.4501953125,199.1108291319185,1013.1751432393398,7788.5,12183206,1866906,132600.0
2015-11-20,205.1671600341797,1027.310546875,7856.5498046875,206.45643596971328,1038.1047072625518,7906.9501953125,200.55179403088277,1011.7188889149147,7817.7998046875,202.38277877631685,1013.6678592318409,7841.89990234375,11304265,2012126,151900.0
2015-11-23,206.6623077392578,1024.1837158203125,7849.25,207.56154940309162,1033.7570645809924,7877.5,205.02634720164372,1020.414297981231,7825.2001953125,205.8497516468721,1030.2875687938595,7869.5,10499517,1088082,127000.0
2015-11-24,209.6850128173828,1014.2891235351562,7831.60009765625,210.53008489199325,1024.7834684491243,7870.35009765625,206.07722736726578,1013.2397099588281,7812.64990234375,206.499763404571,1019.4720867309678,7837.0,14806176,998640,130600.0
2015-11-26,214.22454833984375,1004.6940307617188,7883.7998046875,214.93961379970938,1020.4783146571272,7897.10009765625,209.80420679653648,1001.3958299906866,7832.0,210.4000850367789,1018.550782502916,7837.14990234375,23805828,2915292,219800.0
2015-11-27,212.1443634033203,1008.0348510742188,7942.7001953125,215.05876546216638,1010.6476645847632,7959.2998046875,211.07177978318794,999.1039125339935,7879.4501953125,214.30036452935474,1005.7431882657306,7910.60009765625,10891864,1737206,150300.0
2015-11-30,209.55503845214844,1016.6876220703125,7935.25,213.30367946832263,1024.2692280602848,7966.0,208.51495626066583,1006.6643915523623,7922.7998046875,212.02523727303722,1013.0252898536637,7936.25,29919205,4100048,216300.0
2015-12-01,209.29501342773438,1011.6974487304688,7954.89990234375,212.0902287367924,1018.6152109856142,7972.14990234375,208.28743295707417,1009.6200599200431,7934.14990234375,208.88331123654012,1012.1257892574007,7958.14990234375,12981379,1721994,138600.0
2015-12-02,211.90602111816406,1013.1107177734375,7931.35009765625,212.2852215902994,1018.6363718128316,7979.2998046875,208.99161901528308,1005.1007730139343,7910.7998046875,209.3708194874184,1018.593495941673,7976.7001953125,7573628,1640296,126300.0
2015-12-03,211.7435302734375,1006.92138671875,7864.14990234375,214.28956617379202,1016.4519624305408,7912.2998046875,211.07181477987675,1005.315109913392,7853.2998046875,211.2451569809326,1010.8835361719664,7902.2998046875,11361395,2283358,125700.0
2015-12-04,209.19749450683594,997.3477783203125,7781.89990234375,211.52685265735997,1005.4434748916556,7821.39990234375,208.3199351489603,994.220976957745,7775.7001953125,210.68178049773368,1002.3165689537917,7817.60009765625,13443688,1246092,152500.0
2015-12-07,206.2939453125,993.6641845703125,7765.39990234375,210.83347449574848,1003.9871265428177,7825.39990234375,205.79557200760317,991.715214631788,7746.0498046875,209.19749957472837,998.9755642546858,7816.5498046875,14483909,1382604,137600.0
2015-12-08,203.8778839111328,997.6050415039062,7701.7001953125,206.62976331050191,1006.1718516499252,7771.25,202.83780191371343,992.593478483549,7685.4501953125,205.61134908534262,993.4929308036895,7738.5,7532164,1139964,135100.0
2015-12-09,198.4608154296875,1014.1602783203125,7612.5,204.4304612744202,1016.3662944998218,7702.85009765625,197.79993379908925,993.7498966270408,7606.89990234375,202.8595041254595,1001.4171492579615,7695.5,9174419,5282806,140000.0
2015-12-10,205.92556762695312,1021.3989868164062,7683.2998046875,206.67312031200535,1024.2474082700353,7691.9501953125,199.34921002517478,1007.4564877230406,7610.0,199.89091885238525,1014.7382735611748,7643.2998046875,18592203,1723988,140800.0
2015-12-11,206.48895263671875,1022.0201416015625,7610.4501953125,207.79989644134054,1024.5687459348408,7703.0498046875,204.31128335194933,1012.2753980049844,7575.2998046875,206.22893933201533,1020.7351204679478,7699.60009765625,18155513,1652378,167800.0
2015-12-14,206.95480346679688,1018.7865600585938,7650.0498046875,208.774954274618,1022.4488926755347,7663.9501953125,204.98297824648003,998.2905274897888,7551.0498046875,205.32967708236694,1000.2608312742549,7558.2001953125,10563900,2718532,148900.0
2015-12-15,211.46185302734375,1017.6729125976562,7700.89990234375,211.90605689006546,1021.5921867039367,7705.0,206.6406283284482,1012.1901327770099,7625.10009765625,207.36652773745791,1018.7865352551562,7659.14990234375,15718833,1135868,134300.0
2015-12-16,212.0577392578125,1031.6151123046875,7750.89990234375,213.98622920957007,1034.2280309161679,7776.60009765625,210.94181984758387,1021.1636470093786,7715.75,211.46186094411073,1021.1636470093786,7725.25,12097338,1435934,154300.0
2015-12-17,218.78573608398438,1045.0438232421875,7844.35009765625,219.93417143545585,1047.2926110573412,7852.89990234375,211.91686407028837,1025.1688641917206,7737.5498046875,212.36106787702778,1034.4423949707482,7783.0498046875,19369032,1618844,175900.0
2015-12-18,214.92877197265625,1035.2132568359375,7761.9501953125,218.6340623836799,1042.6663390975978,7836.14990234375,214.5170698237719,1028.2954955802745,7753.35009765625,217.50730926581477,1036.58392540902,7828.89990234375,16016139,3024970,191400.0
2015-12-21,214.97210693359375,1047.89208984375,7834.4501953125,216.46722665054799,1049.4341573745062,7840.75,213.29281114779627,1030.9513078206671,7733.4501953125,214.06203154684457,1036.5625052638914,7745.64990234375,12331769,1610104,126300.0
2015-12-22,213.93203735351562,1030.1802978515625,7786.10009765625,217.2472935723345,1045.150776792607,7846.2998046875,213.21697188041995,1028.017157500925,7776.85009765625,215.1237938560502,1045.150776792607,7829.39990234375,11579277,1560858,125700.0
2015-12-23,217.50732421875,1039.068115234375,7865.9501953125,218.17903968818098,1043.0088258172718,7871.4501953125,214.51708457113767,1032.5359244361355,7826.10009765625,214.90711897397162,1034.4420182130232,7830.4501953125,12919467,849834,117900.0
2015-12-24,216.80313110351562,1042.6875,7861.0498046875,218.2440817471908,1044.379423472332,7888.75,215.8822360655692,1029.7302043750642,7835.5,217.5290306021388,1037.0119903461025,7888.75,11901877,843160,93500.0
2015-12-28,218.9374542236328,1054.8740234375,7925.14990234375,219.66333917372066,1056.4588622146887,7937.2001953125,216.68393322951437,1036.6695539994914,7863.0,216.81393988365494,1040.010630481999,7863.2001953125,12885935,3704198,122900.0
2015-12-29,220.02085876464844,1051.9185791015625,7928.9501953125,220.73590978408188,1055.9878136901982,7942.14990234375,218.23320951936154,1047.6137363322061,7902.75,218.93744111606742,1053.0108682483115,7929.2001953125,14913870,1708524,113000.0
2015-12-30,217.6589813232422,1035.855712890625,7896.25,220.15084749801062,1053.2891479832579,7944.75,217.11727254302883,1033.2856702359281,7889.85009765625,219.9341697717124,1050.7405432657442,7938.60009765625,8151610,1605762,106800.0
2015-12-31,219.84750366210938,1043.8013916015625,7946.35009765625,220.95260355737904,1048.791515651509,7955.5498046875,216.4889118206147,1031.2295584770297,7891.14990234375,217.42065505504476,1034.7633669328702,7897.7998046875,18483713,1240318,150900.0
2016-01-01,220.01002502441406,1035.042236328125,,220.7792454803435,1044.7227762075838,,218.46073576088267,1033.2646645784107,,218.8074201514001,1044.7227762075838,,5416562,712262,
2016-01-04,215.66551208496094,1014.9955444335938,7791.2998046875,219.6741661777694,1034.0138180641388,7937.5498046875,213.8020255761289,1013.4749149625566,7781.10009765625,217.76734411891513,1032.3646655465502,7924.5498046875,30170947,1870184,134700.0
2016-01-05,217.79983520507812,1006.1502075195312,7784.64990234375,218.85075117102275,1022.2772870596874,7831.2001953125,216.03386823402062,1002.7449220993964,7763.25,216.74891923913347,1021.5919005583341,7828.39990234375,14946239,2678020,145200.0
2016-01-06,223.66116333007812,1020.1356811523438,7741.0,225.0046088392531,1022.0845465846893,7800.9501953125,216.77060804018743,1006.6857279659778,7721.2001953125,218.33073130996965,1006.6857279659778,7788.0498046875,26759864,2653228,147100.0
2016-01-07,219.5549774169922,1015.7022094726562,7568.2998046875,222.7510607850581,1020.692333479272,7674.9501953125,218.42822426957886,1010.8833798019899,7556.60009765625,221.2451071381122,1015.1667839536933,7673.35009765625,19739943,3199580,188900.0
2016-01-08,222.26351928710938,1026.9888916015625,7601.35009765625,223.81280846606384,1031.1652101222796,7634.10009765625,220.30252795242174,1016.2375067078591,7581.0498046875,221.0175933977657,1021.5917612215991,7611.64990234375,21313199,1907544,157400.0
2016-01-11,227.86480712890625,1011.89013671875,7563.85009765625,229.85830020526586,1021.1636659320109,7605.10009765625,219.0674449426684,1006.1075404561317,7494.35009765625,220.1400286902471,1020.5211552361644,7527.4501953125,29016443,2930228,189000.0
2016-01-12,226.53221130371094,996.76953125,7510.2998046875,230.85504797832004,1013.0250282297919,7588.2998046875,225.58963419577407,985.8682891762852,7487.7998046875,228.60154160053855,1012.0398244120155,7587.2001953125,23373377,3482594,163900.0
2016-01-13,233.33609008789062,976.2733154296875,7562.39990234375,236.1313198658129,996.7480052975689,7590.9501953125,226.9114067252699,965.9503756275118,7425.7998046875,228.18984885104433,992.4646017509527,7557.89990234375,71802356,4746092,215200.0
2016-01-14,230.04248046875,976.1024169921875,7536.7998046875,234.23532501627102,984.7119988674731,7604.7998046875,228.17900846765409,963.7661888597183,7443.7998046875,230.51918597239523,973.6180210125066,7467.39990234375,27823189,2742052,200800.0
2016-01-15,232.5668487548828,968.5204467773438,7437.7998046875,236.07712947998945,981.6275992775777,7566.5,230.89838672268309,965.9075287054986,7427.2998046875,231.79762829460677,980.4068919753826,7561.64990234375,28767318,3269408,197500.0
2016-01-18,220.33505249023438,975.6094360351562,7351.0,234.87454930310864,981.7132865212187,7463.64990234375,218.43907874282425,968.0492700702544,7336.39990234375,232.9352255402803,968.905950840228,7420.35009765625,27254669,2213922,233600.0
2016-01-19,226.13134765625,976.3164672851562,7435.10009765625,227.47477861500693,985.1830942180565,7462.75,219.73916608917565,971.6047220519395,7364.14990234375,222.9677657669591,975.3312632758759,7381.7998046875,21489315,967910,188300.0
2016-01-20,217.66983032226562,976.6589965820312,7309.2998046875,224.24618781009107,978.7578227306359,7470.89990234375,214.51708239892608,960.7675257701603,7241.5,224.24618781009107,973.9604311229011,7357.0,45114225,1615954,225600.0
2016-01-21,213.26028442382812,968.0287475585938,7276.7998046875,222.26350393724823,983.2286247506615,7398.7001953125,211.63515815082172,964.2717054024005,7250.0,220.48670326214534,981.1247230744674,7376.64990234375,31768619,2675536,240700.0
2016-01-22,217.58316040039062,985.7406005859375,7422.4501953125,219.0674463300032,988.4456921314267,7433.39990234375,215.39465734314572,970.3903984859932,7327.60009765625,215.39465734314572,975.9722901587003,7355.7001953125,23682648,1343178,229200.0
2016-01-25,217.53981018066406,989.561767578125,7436.14990234375,220.74672734037276,1004.3108812368338,7487.14990234375,216.68390422652828,983.9155127636616,7421.2001953125,218.85073936338725,988.380983087573,7468.75,13099564,1397560,163200.0
2016-01-27,216.54307556152344,996.0455322265625,7437.75,218.8507513478874,1000.4251489066683,7477.89990234375,216.0230345216206,979.7935996196666,7419.7001953125,218.43906364233527,988.4241039704912,7469.60009765625,17251028,1626986,187600.0
2016-01-28,220.3459014892578,1000.9616088867188,7424.64990234375,221.407665953723,1008.5615453886521,7468.85009765625,216.05556593535894,991.0215934522117,7409.60009765625,216.9006381657508,994.2204246410074,7426.5,23074633,3106660,274500.0
2016-01-29,224.35452270507812,1026.7669677734375,7563.5498046875,225.35126922652623,1030.5025184371448,7575.64990234375,220.58422882125657,1002.6145649975668,7402.7998046875,220.79007267188388,1012.7692666334115,7413.35009765625,19177163,2235744,298700.0
2016-02-01,223.24942016601562,1031.6619873046875,7555.9501953125,225.74128627822364,1036.0630925549356,7600.4501953125,222.22017206300364,1012.898271739993,7541.25,225.3404180301683,1026.6812871866657,7589.5,9918809,1495274,200400.0
2016-02-02,216.93310546875,1029.686767578125,7455.5498046875,223.79114382847345,1044.6719500849977,7576.2998046875,214.62541526566855,1021.7861852066981,7428.0498046875,223.2494350258033,1034.3669246834195,7566.64990234375,14771279,1475588,230200.0
2016-02-03,212.65362548828125,1037.5015869140625,7361.7998046875,215.383852195042,1043.3410395147869,7419.39990234375,211.26685882222924,1013.456523100334,7350.2998046875,214.0837421730887,1025.135533129942,7392.4501953125,15691478,1308692,192000.0
2016-02-04,210.84429931640625,1039.1119384765625,7404.0,216.90061592956934,1047.6779730694248,7457.0498046875,209.25167447968684,1031.361676767524,7365.9501953125,214.08371842669246,1039.906221583827,7411.4501953125,18203784,1250046,222700.0
2016-02-05,210.37841796875,1039.927734375,7489.10009765625,212.7835987114515,1047.6565064785245,7503.14990234375,208.3199216058435,1033.9809365144743,7406.64990234375,212.15521880860464,1033.9809365144743,7418.25,20998404,1402996,249800.0
2016-02-08,208.24411010742188,1014.594482421875,7387.25,213.3903516500392,1035.676896014131,7512.5498046875,207.57238010970093,1007.7459529192263,7363.2001953125,210.4217794947363,1030.5028917793538,7489.7001953125,12078110,1063658,171500.0
2016-02-09,207.47486877441406,979.5787353515625,7298.2001953125,209.92339975651325,1001.9922549001483,7323.4501953125,205.84974219975453,968.5009142198377,7275.14990234375,206.47812216097438,1001.9922549001483,7303.9501953125,19603494,2489610,212100.0
